,labels,directory
23503,50,data\CMATERdb\IsolatedTrain\50\bcc000086.bmp
23504,50,data\CMATERdb\IsolatedTrain\50\bcc000087.bmp
23505,50,data\CMATERdb\IsolatedTrain\50\bcc000088.bmp
23462,50,data\CMATERdb\IsolatedTrain\50\bcc000045.bmp
23486,50,data\CMATERdb\IsolatedTrain\50\bcc000069.bmp
23485,50,data\CMATERdb\IsolatedTrain\50\bcc000068.bmp
23495,50,data\CMATERdb\IsolatedTrain\50\bcc000078.bmp
23470,50,data\CMATERdb\IsolatedTrain\50\bcc000053.bmp
23484,50,data\CMATERdb\IsolatedTrain\50\bcc000067.bmp
23465,50,data\CMATERdb\IsolatedTrain\50\bcc000048.bmp
23466,50,data\CMATERdb\IsolatedTrain\50\bcc000049.bmp
23467,50,data\CMATERdb\IsolatedTrain\50\bcc000050.bmp
23468,50,data\CMATERdb\IsolatedTrain\50\bcc000051.bmp
23469,50,data\CMATERdb\IsolatedTrain\50\bcc000052.bmp
23471,50,data\CMATERdb\IsolatedTrain\50\bcc000054.bmp
23472,50,data\CMATERdb\IsolatedTrain\50\bcc000055.bmp
23474,50,data\CMATERdb\IsolatedTrain\50\bcc000057.bmp
23473,50,data\CMATERdb\IsolatedTrain\50\bcc000056.bmp
23475,50,data\CMATERdb\IsolatedTrain\50\bcc000058.bmp
23476,50,data\CMATERdb\IsolatedTrain\50\bcc000059.bmp
23477,50,data\CMATERdb\IsolatedTrain\50\bcc000060.bmp
23478,50,data\CMATERdb\IsolatedTrain\50\bcc000061.bmp
23479,50,data\CMATERdb\IsolatedTrain\50\bcc000062.bmp
23480,50,data\CMATERdb\IsolatedTrain\50\bcc000063.bmp
23481,50,data\CMATERdb\IsolatedTrain\50\bcc000064.bmp
23482,50,data\CMATERdb\IsolatedTrain\50\bcc000065.bmp
23483,50,data\CMATERdb\IsolatedTrain\50\bcc000066.bmp
23464,50,data\CMATERdb\IsolatedTrain\50\bcc000047.bmp
23738,51,data\CMATERdb\IsolatedTrain\51\bcc000137.bmp
23740,51,data\CMATERdb\IsolatedTrain\51\bcc000139.bmp
23739,51,data\CMATERdb\IsolatedTrain\51\bcc000138.bmp
23741,51,data\CMATERdb\IsolatedTrain\51\bcc000140.bmp
23755,51,data\CMATERdb\IsolatedTrain\51\bcc000154.bmp
23736,51,data\CMATERdb\IsolatedTrain\51\bcc000135.bmp
23735,51,data\CMATERdb\IsolatedTrain\51\bcc000134.bmp
23742,51,data\CMATERdb\IsolatedTrain\51\bcc000141.bmp
23734,51,data\CMATERdb\IsolatedTrain\51\bcc000133.bmp
23737,51,data\CMATERdb\IsolatedTrain\51\bcc000136.bmp
23743,51,data\CMATERdb\IsolatedTrain\51\bcc000142.bmp
23753,51,data\CMATERdb\IsolatedTrain\51\bcc000152.bmp
23745,51,data\CMATERdb\IsolatedTrain\51\bcc000144.bmp
23746,51,data\CMATERdb\IsolatedTrain\51\bcc000145.bmp
23747,51,data\CMATERdb\IsolatedTrain\51\bcc000146.bmp
23748,51,data\CMATERdb\IsolatedTrain\51\bcc000147.bmp
23749,51,data\CMATERdb\IsolatedTrain\51\bcc000148.bmp
23750,51,data\CMATERdb\IsolatedTrain\51\bcc000149.bmp
23751,51,data\CMATERdb\IsolatedTrain\51\bcc000150.bmp
23752,51,data\CMATERdb\IsolatedTrain\51\bcc000151.bmp
23754,51,data\CMATERdb\IsolatedTrain\51\bcc000153.bmp
23733,51,data\CMATERdb\IsolatedTrain\51\bcc000132.bmp
23744,51,data\CMATERdb\IsolatedTrain\51\bcc000143.bmp
23732,51,data\CMATERdb\IsolatedTrain\51\bcc000131.bmp
23711,51,data\CMATERdb\IsolatedTrain\51\bcc000110.bmp
23730,51,data\CMATERdb\IsolatedTrain\51\bcc000129.bmp
23756,51,data\CMATERdb\IsolatedTrain\51\bcc000155.bmp
23708,51,data\CMATERdb\IsolatedTrain\51\bcc000107.bmp
23709,51,data\CMATERdb\IsolatedTrain\51\bcc000108.bmp
23710,51,data\CMATERdb\IsolatedTrain\51\bcc000109.bmp
23712,51,data\CMATERdb\IsolatedTrain\51\bcc000111.bmp
23713,51,data\CMATERdb\IsolatedTrain\51\bcc000112.bmp
23707,51,data\CMATERdb\IsolatedTrain\51\bcc000106.bmp
23714,51,data\CMATERdb\IsolatedTrain\51\bcc000113.bmp
23715,51,data\CMATERdb\IsolatedTrain\51\bcc000114.bmp
23716,51,data\CMATERdb\IsolatedTrain\51\bcc000115.bmp
23717,51,data\CMATERdb\IsolatedTrain\51\bcc000116.bmp
23718,51,data\CMATERdb\IsolatedTrain\51\bcc000117.bmp
23719,51,data\CMATERdb\IsolatedTrain\51\bcc000118.bmp
23720,51,data\CMATERdb\IsolatedTrain\51\bcc000119.bmp
23721,51,data\CMATERdb\IsolatedTrain\51\bcc000120.bmp
23722,51,data\CMATERdb\IsolatedTrain\51\bcc000121.bmp
23723,51,data\CMATERdb\IsolatedTrain\51\bcc000122.bmp
23724,51,data\CMATERdb\IsolatedTrain\51\bcc000123.bmp
23725,51,data\CMATERdb\IsolatedTrain\51\bcc000124.bmp
23726,51,data\CMATERdb\IsolatedTrain\51\bcc000125.bmp
23727,51,data\CMATERdb\IsolatedTrain\51\bcc000126.bmp
23728,51,data\CMATERdb\IsolatedTrain\51\bcc000127.bmp
23729,51,data\CMATERdb\IsolatedTrain\51\bcc000128.bmp
23731,51,data\CMATERdb\IsolatedTrain\51\bcc000130.bmp
23757,51,data\CMATERdb\IsolatedTrain\51\bcc000156.bmp
23803,51,data\CMATERdb\IsolatedTrain\51\bcc000202.bmp
23759,51,data\CMATERdb\IsolatedTrain\51\bcc000158.bmp
23787,51,data\CMATERdb\IsolatedTrain\51\bcc000186.bmp
23788,51,data\CMATERdb\IsolatedTrain\51\bcc000187.bmp
23789,51,data\CMATERdb\IsolatedTrain\51\bcc000188.bmp
23790,51,data\CMATERdb\IsolatedTrain\51\bcc000189.bmp
23791,51,data\CMATERdb\IsolatedTrain\51\bcc000190.bmp
23792,51,data\CMATERdb\IsolatedTrain\51\bcc000191.bmp
23793,51,data\CMATERdb\IsolatedTrain\51\bcc000192.bmp
23794,51,data\CMATERdb\IsolatedTrain\51\bcc000193.bmp
23795,51,data\CMATERdb\IsolatedTrain\51\bcc000194.bmp
23796,51,data\CMATERdb\IsolatedTrain\51\bcc000195.bmp
23797,51,data\CMATERdb\IsolatedTrain\51\bcc000196.bmp
23798,51,data\CMATERdb\IsolatedTrain\51\bcc000197.bmp
23799,51,data\CMATERdb\IsolatedTrain\51\bcc000198.bmp
23800,51,data\CMATERdb\IsolatedTrain\51\bcc000199.bmp
23801,51,data\CMATERdb\IsolatedTrain\51\bcc000200.bmp
23802,51,data\CMATERdb\IsolatedTrain\51\bcc000201.bmp
23804,51,data\CMATERdb\IsolatedTrain\51\bcc000203.bmp
23805,51,data\CMATERdb\IsolatedTrain\51\bcc000204.bmp
23806,51,data\CMATERdb\IsolatedTrain\51\bcc000205.bmp
23807,51,data\CMATERdb\IsolatedTrain\51\bcc000206.bmp
23808,51,data\CMATERdb\IsolatedTrain\51\bcc000207.bmp
23809,51,data\CMATERdb\IsolatedTrain\51\bcc000208.bmp
23706,51,data\CMATERdb\IsolatedTrain\51\bcc000105.bmp
23786,51,data\CMATERdb\IsolatedTrain\51\bcc000185.bmp
23758,51,data\CMATERdb\IsolatedTrain\51\bcc000157.bmp
23785,51,data\CMATERdb\IsolatedTrain\51\bcc000184.bmp
23783,51,data\CMATERdb\IsolatedTrain\51\bcc000182.bmp
23760,51,data\CMATERdb\IsolatedTrain\51\bcc000159.bmp
23761,51,data\CMATERdb\IsolatedTrain\51\bcc000160.bmp
23762,51,data\CMATERdb\IsolatedTrain\51\bcc000161.bmp
23763,51,data\CMATERdb\IsolatedTrain\51\bcc000162.bmp
23764,51,data\CMATERdb\IsolatedTrain\51\bcc000163.bmp
23765,51,data\CMATERdb\IsolatedTrain\51\bcc000164.bmp
23766,51,data\CMATERdb\IsolatedTrain\51\bcc000165.bmp
23767,51,data\CMATERdb\IsolatedTrain\51\bcc000166.bmp
23768,51,data\CMATERdb\IsolatedTrain\51\bcc000167.bmp
23769,51,data\CMATERdb\IsolatedTrain\51\bcc000168.bmp
23770,51,data\CMATERdb\IsolatedTrain\51\bcc000169.bmp
23771,51,data\CMATERdb\IsolatedTrain\51\bcc000170.bmp
23772,51,data\CMATERdb\IsolatedTrain\51\bcc000171.bmp
23773,51,data\CMATERdb\IsolatedTrain\51\bcc000172.bmp
23774,51,data\CMATERdb\IsolatedTrain\51\bcc000173.bmp
23775,51,data\CMATERdb\IsolatedTrain\51\bcc000174.bmp
23776,51,data\CMATERdb\IsolatedTrain\51\bcc000175.bmp
23777,51,data\CMATERdb\IsolatedTrain\51\bcc000176.bmp
23778,51,data\CMATERdb\IsolatedTrain\51\bcc000177.bmp
23779,51,data\CMATERdb\IsolatedTrain\51\bcc000178.bmp
23780,51,data\CMATERdb\IsolatedTrain\51\bcc000179.bmp
23781,51,data\CMATERdb\IsolatedTrain\51\bcc000180.bmp
23782,51,data\CMATERdb\IsolatedTrain\51\bcc000181.bmp
23784,51,data\CMATERdb\IsolatedTrain\51\bcc000183.bmp
23705,51,data\CMATERdb\IsolatedTrain\51\bcc000104.bmp
23614,51,data\CMATERdb\IsolatedTrain\51\bcc000013.bmp
23703,51,data\CMATERdb\IsolatedTrain\51\bcc000102.bmp
23628,51,data\CMATERdb\IsolatedTrain\51\bcc000027.bmp
23629,51,data\CMATERdb\IsolatedTrain\51\bcc000028.bmp
23630,51,data\CMATERdb\IsolatedTrain\51\bcc000029.bmp
23631,51,data\CMATERdb\IsolatedTrain\51\bcc000030.bmp
23632,51,data\CMATERdb\IsolatedTrain\51\bcc000031.bmp
23633,51,data\CMATERdb\IsolatedTrain\51\bcc000032.bmp
23634,51,data\CMATERdb\IsolatedTrain\51\bcc000033.bmp
23635,51,data\CMATERdb\IsolatedTrain\51\bcc000034.bmp
23636,51,data\CMATERdb\IsolatedTrain\51\bcc000035.bmp
23637,51,data\CMATERdb\IsolatedTrain\51\bcc000036.bmp
23627,51,data\CMATERdb\IsolatedTrain\51\bcc000026.bmp
23638,51,data\CMATERdb\IsolatedTrain\51\bcc000037.bmp
23640,51,data\CMATERdb\IsolatedTrain\51\bcc000039.bmp
23641,51,data\CMATERdb\IsolatedTrain\51\bcc000040.bmp
23642,51,data\CMATERdb\IsolatedTrain\51\bcc000041.bmp
23643,51,data\CMATERdb\IsolatedTrain\51\bcc000042.bmp
23644,51,data\CMATERdb\IsolatedTrain\51\bcc000043.bmp
23645,51,data\CMATERdb\IsolatedTrain\51\bcc000044.bmp
23646,51,data\CMATERdb\IsolatedTrain\51\bcc000045.bmp
23647,51,data\CMATERdb\IsolatedTrain\51\bcc000046.bmp
23648,51,data\CMATERdb\IsolatedTrain\51\bcc000047.bmp
23649,51,data\CMATERdb\IsolatedTrain\51\bcc000048.bmp
23639,51,data\CMATERdb\IsolatedTrain\51\bcc000038.bmp
23650,51,data\CMATERdb\IsolatedTrain\51\bcc000049.bmp
23626,51,data\CMATERdb\IsolatedTrain\51\bcc000025.bmp
23624,51,data\CMATERdb\IsolatedTrain\51\bcc000023.bmp
23704,51,data\CMATERdb\IsolatedTrain\51\bcc000103.bmp
23602,51,data\CMATERdb\IsolatedTrain\51\bcc000001.bmp
23603,51,data\CMATERdb\IsolatedTrain\51\bcc000002.bmp
23604,51,data\CMATERdb\IsolatedTrain\51\bcc000003.bmp
23605,51,data\CMATERdb\IsolatedTrain\51\bcc000004.bmp
23606,51,data\CMATERdb\IsolatedTrain\51\bcc000005.bmp
23607,51,data\CMATERdb\IsolatedTrain\51\bcc000006.bmp
23608,51,data\CMATERdb\IsolatedTrain\51\bcc000007.bmp
23609,51,data\CMATERdb\IsolatedTrain\51\bcc000008.bmp
23610,51,data\CMATERdb\IsolatedTrain\51\bcc000009.bmp
23625,51,data\CMATERdb\IsolatedTrain\51\bcc000024.bmp
23611,51,data\CMATERdb\IsolatedTrain\51\bcc000010.bmp
23613,51,data\CMATERdb\IsolatedTrain\51\bcc000012.bmp
23615,51,data\CMATERdb\IsolatedTrain\51\bcc000014.bmp
23616,51,data\CMATERdb\IsolatedTrain\51\bcc000015.bmp
23617,51,data\CMATERdb\IsolatedTrain\51\bcc000016.bmp
23618,51,data\CMATERdb\IsolatedTrain\51\bcc000017.bmp
23619,51,data\CMATERdb\IsolatedTrain\51\bcc000018.bmp
23620,51,data\CMATERdb\IsolatedTrain\51\bcc000019.bmp
23621,51,data\CMATERdb\IsolatedTrain\51\bcc000020.bmp
23622,51,data\CMATERdb\IsolatedTrain\51\bcc000021.bmp
23623,51,data\CMATERdb\IsolatedTrain\51\bcc000022.bmp
23612,51,data\CMATERdb\IsolatedTrain\51\bcc000011.bmp
23651,51,data\CMATERdb\IsolatedTrain\51\bcc000050.bmp
23601,51,data\CMATERdb\IsolatedTrain\51\bcc000000.bmp
23653,51,data\CMATERdb\IsolatedTrain\51\bcc000052.bmp
23681,51,data\CMATERdb\IsolatedTrain\51\bcc000080.bmp
23682,51,data\CMATERdb\IsolatedTrain\51\bcc000081.bmp
23683,51,data\CMATERdb\IsolatedTrain\51\bcc000082.bmp
23684,51,data\CMATERdb\IsolatedTrain\51\bcc000083.bmp
23685,51,data\CMATERdb\IsolatedTrain\51\bcc000084.bmp
23686,51,data\CMATERdb\IsolatedTrain\51\bcc000085.bmp
23687,51,data\CMATERdb\IsolatedTrain\51\bcc000086.bmp
23688,51,data\CMATERdb\IsolatedTrain\51\bcc000087.bmp
23689,51,data\CMATERdb\IsolatedTrain\51\bcc000088.bmp
23690,51,data\CMATERdb\IsolatedTrain\51\bcc000089.bmp
23680,51,data\CMATERdb\IsolatedTrain\51\bcc000079.bmp
23691,51,data\CMATERdb\IsolatedTrain\51\bcc000090.bmp
23693,51,data\CMATERdb\IsolatedTrain\51\bcc000092.bmp
23694,51,data\CMATERdb\IsolatedTrain\51\bcc000093.bmp
23695,51,data\CMATERdb\IsolatedTrain\51\bcc000094.bmp
23696,51,data\CMATERdb\IsolatedTrain\51\bcc000095.bmp
23697,51,data\CMATERdb\IsolatedTrain\51\bcc000096.bmp
23698,51,data\CMATERdb\IsolatedTrain\51\bcc000097.bmp
23699,51,data\CMATERdb\IsolatedTrain\51\bcc000098.bmp
23700,51,data\CMATERdb\IsolatedTrain\51\bcc000099.bmp
23701,51,data\CMATERdb\IsolatedTrain\51\bcc000100.bmp
23652,51,data\CMATERdb\IsolatedTrain\51\bcc000051.bmp
23692,51,data\CMATERdb\IsolatedTrain\51\bcc000091.bmp
23679,51,data\CMATERdb\IsolatedTrain\51\bcc000078.bmp
23702,51,data\CMATERdb\IsolatedTrain\51\bcc000101.bmp
23677,51,data\CMATERdb\IsolatedTrain\51\bcc000076.bmp
23678,51,data\CMATERdb\IsolatedTrain\51\bcc000077.bmp
23654,51,data\CMATERdb\IsolatedTrain\51\bcc000053.bmp
23656,51,data\CMATERdb\IsolatedTrain\51\bcc000055.bmp
23657,51,data\CMATERdb\IsolatedTrain\51\bcc000056.bmp
23658,51,data\CMATERdb\IsolatedTrain\51\bcc000057.bmp
23659,51,data\CMATERdb\IsolatedTrain\51\bcc000058.bmp
23660,51,data\CMATERdb\IsolatedTrain\51\bcc000059.bmp
23661,51,data\CMATERdb\IsolatedTrain\51\bcc000060.bmp
23662,51,data\CMATERdb\IsolatedTrain\51\bcc000061.bmp
23663,51,data\CMATERdb\IsolatedTrain\51\bcc000062.bmp
23664,51,data\CMATERdb\IsolatedTrain\51\bcc000063.bmp
23665,51,data\CMATERdb\IsolatedTrain\51\bcc000064.bmp
23655,51,data\CMATERdb\IsolatedTrain\51\bcc000054.bmp
23667,51,data\CMATERdb\IsolatedTrain\51\bcc000066.bmp
23668,51,data\CMATERdb\IsolatedTrain\51\bcc000067.bmp
23669,51,data\CMATERdb\IsolatedTrain\51\bcc000068.bmp
23670,51,data\CMATERdb\IsolatedTrain\51\bcc000069.bmp
23671,51,data\CMATERdb\IsolatedTrain\51\bcc000070.bmp
23672,51,data\CMATERdb\IsolatedTrain\51\bcc000071.bmp
23673,51,data\CMATERdb\IsolatedTrain\51\bcc000072.bmp
23674,51,data\CMATERdb\IsolatedTrain\51\bcc000073.bmp
23675,51,data\CMATERdb\IsolatedTrain\51\bcc000074.bmp
23676,51,data\CMATERdb\IsolatedTrain\51\bcc000075.bmp
23666,51,data\CMATERdb\IsolatedTrain\51\bcc000065.bmp
23961,52,data\CMATERdb\IsolatedTrain\52\bcc000151.bmp
23947,52,data\CMATERdb\IsolatedTrain\52\bcc000137.bmp
23946,52,data\CMATERdb\IsolatedTrain\52\bcc000136.bmp
23945,52,data\CMATERdb\IsolatedTrain\52\bcc000135.bmp
23940,52,data\CMATERdb\IsolatedTrain\52\bcc000130.bmp
23943,52,data\CMATERdb\IsolatedTrain\52\bcc000133.bmp
23942,52,data\CMATERdb\IsolatedTrain\52\bcc000132.bmp
23941,52,data\CMATERdb\IsolatedTrain\52\bcc000131.bmp
23944,52,data\CMATERdb\IsolatedTrain\52\bcc000134.bmp
23948,52,data\CMATERdb\IsolatedTrain\52\bcc000138.bmp
23954,52,data\CMATERdb\IsolatedTrain\52\bcc000144.bmp
23950,52,data\CMATERdb\IsolatedTrain\52\bcc000140.bmp
23951,52,data\CMATERdb\IsolatedTrain\52\bcc000141.bmp
23952,52,data\CMATERdb\IsolatedTrain\52\bcc000142.bmp
23953,52,data\CMATERdb\IsolatedTrain\52\bcc000143.bmp
23955,52,data\CMATERdb\IsolatedTrain\52\bcc000145.bmp
23956,52,data\CMATERdb\IsolatedTrain\52\bcc000146.bmp
23957,52,data\CMATERdb\IsolatedTrain\52\bcc000147.bmp
23958,52,data\CMATERdb\IsolatedTrain\52\bcc000148.bmp
23959,52,data\CMATERdb\IsolatedTrain\52\bcc000149.bmp
23960,52,data\CMATERdb\IsolatedTrain\52\bcc000150.bmp
23949,52,data\CMATERdb\IsolatedTrain\52\bcc000139.bmp
23939,52,data\CMATERdb\IsolatedTrain\52\bcc000129.bmp
23927,52,data\CMATERdb\IsolatedTrain\52\bcc000117.bmp
23937,52,data\CMATERdb\IsolatedTrain\52\bcc000127.bmp
23914,52,data\CMATERdb\IsolatedTrain\52\bcc000104.bmp
23962,52,data\CMATERdb\IsolatedTrain\52\bcc000152.bmp
23915,52,data\CMATERdb\IsolatedTrain\52\bcc000105.bmp
23916,52,data\CMATERdb\IsolatedTrain\52\bcc000106.bmp
23917,52,data\CMATERdb\IsolatedTrain\52\bcc000107.bmp
23918,52,data\CMATERdb\IsolatedTrain\52\bcc000108.bmp
23919,52,data\CMATERdb\IsolatedTrain\52\bcc000109.bmp
23920,52,data\CMATERdb\IsolatedTrain\52\bcc000110.bmp
23921,52,data\CMATERdb\IsolatedTrain\52\bcc000111.bmp
23922,52,data\CMATERdb\IsolatedTrain\52\bcc000112.bmp
23923,52,data\CMATERdb\IsolatedTrain\52\bcc000113.bmp
23924,52,data\CMATERdb\IsolatedTrain\52\bcc000114.bmp
23925,52,data\CMATERdb\IsolatedTrain\52\bcc000115.bmp
23926,52,data\CMATERdb\IsolatedTrain\52\bcc000116.bmp
23928,52,data\CMATERdb\IsolatedTrain\52\bcc000118.bmp
23929,52,data\CMATERdb\IsolatedTrain\52\bcc000119.bmp
23930,52,data\CMATERdb\IsolatedTrain\52\bcc000120.bmp
23931,52,data\CMATERdb\IsolatedTrain\52\bcc000121.bmp
23932,52,data\CMATERdb\IsolatedTrain\52\bcc000122.bmp
23933,52,data\CMATERdb\IsolatedTrain\52\bcc000123.bmp
23934,52,data\CMATERdb\IsolatedTrain\52\bcc000124.bmp
23935,52,data\CMATERdb\IsolatedTrain\52\bcc000125.bmp
23936,52,data\CMATERdb\IsolatedTrain\52\bcc000126.bmp
23938,52,data\CMATERdb\IsolatedTrain\52\bcc000128.bmp
23963,52,data\CMATERdb\IsolatedTrain\52\bcc000153.bmp
23989,52,data\CMATERdb\IsolatedTrain\52\bcc000179.bmp
23965,52,data\CMATERdb\IsolatedTrain\52\bcc000155.bmp
23994,52,data\CMATERdb\IsolatedTrain\52\bcc000184.bmp
23995,52,data\CMATERdb\IsolatedTrain\52\bcc000185.bmp
23996,52,data\CMATERdb\IsolatedTrain\52\bcc000186.bmp
23997,52,data\CMATERdb\IsolatedTrain\52\bcc000187.bmp
23998,52,data\CMATERdb\IsolatedTrain\52\bcc000188.bmp
23999,52,data\CMATERdb\IsolatedTrain\52\bcc000189.bmp
24000,52,data\CMATERdb\IsolatedTrain\52\bcc000190.bmp
24001,52,data\CMATERdb\IsolatedTrain\52\bcc000191.bmp
24002,52,data\CMATERdb\IsolatedTrain\52\bcc000192.bmp
24003,52,data\CMATERdb\IsolatedTrain\52\bcc000193.bmp
23993,52,data\CMATERdb\IsolatedTrain\52\bcc000183.bmp
24004,52,data\CMATERdb\IsolatedTrain\52\bcc000194.bmp
24006,52,data\CMATERdb\IsolatedTrain\52\bcc000196.bmp
24007,52,data\CMATERdb\IsolatedTrain\52\bcc000197.bmp
24008,52,data\CMATERdb\IsolatedTrain\52\bcc000198.bmp
24009,52,data\CMATERdb\IsolatedTrain\52\bcc000199.bmp
24010,52,data\CMATERdb\IsolatedTrain\52\bcc000200.bmp
24011,52,data\CMATERdb\IsolatedTrain\52\bcc000201.bmp
24012,52,data\CMATERdb\IsolatedTrain\52\bcc000202.bmp
24014,52,data\CMATERdb\IsolatedTrain\52\bcc000204.bmp
24013,52,data\CMATERdb\IsolatedTrain\52\bcc000203.bmp
23913,52,data\CMATERdb\IsolatedTrain\52\bcc000103.bmp
24005,52,data\CMATERdb\IsolatedTrain\52\bcc000195.bmp
23992,52,data\CMATERdb\IsolatedTrain\52\bcc000182.bmp
23991,52,data\CMATERdb\IsolatedTrain\52\bcc000181.bmp
23990,52,data\CMATERdb\IsolatedTrain\52\bcc000180.bmp
23966,52,data\CMATERdb\IsolatedTrain\52\bcc000156.bmp
23967,52,data\CMATERdb\IsolatedTrain\52\bcc000157.bmp
23968,52,data\CMATERdb\IsolatedTrain\52\bcc000158.bmp
23969,52,data\CMATERdb\IsolatedTrain\52\bcc000159.bmp
23970,52,data\CMATERdb\IsolatedTrain\52\bcc000160.bmp
23971,52,data\CMATERdb\IsolatedTrain\52\bcc000161.bmp
23972,52,data\CMATERdb\IsolatedTrain\52\bcc000162.bmp
23973,52,data\CMATERdb\IsolatedTrain\52\bcc000163.bmp
23974,52,data\CMATERdb\IsolatedTrain\52\bcc000164.bmp
23975,52,data\CMATERdb\IsolatedTrain\52\bcc000165.bmp
23976,52,data\CMATERdb\IsolatedTrain\52\bcc000166.bmp
23977,52,data\CMATERdb\IsolatedTrain\52\bcc000167.bmp
23978,52,data\CMATERdb\IsolatedTrain\52\bcc000168.bmp
23979,52,data\CMATERdb\IsolatedTrain\52\bcc000169.bmp
23980,52,data\CMATERdb\IsolatedTrain\52\bcc000170.bmp
23981,52,data\CMATERdb\IsolatedTrain\52\bcc000171.bmp
23982,52,data\CMATERdb\IsolatedTrain\52\bcc000172.bmp
23983,52,data\CMATERdb\IsolatedTrain\52\bcc000173.bmp
23984,52,data\CMATERdb\IsolatedTrain\52\bcc000174.bmp
23985,52,data\CMATERdb\IsolatedTrain\52\bcc000175.bmp
23986,52,data\CMATERdb\IsolatedTrain\52\bcc000176.bmp
23987,52,data\CMATERdb\IsolatedTrain\52\bcc000177.bmp
23988,52,data\CMATERdb\IsolatedTrain\52\bcc000178.bmp
23964,52,data\CMATERdb\IsolatedTrain\52\bcc000154.bmp
23912,52,data\CMATERdb\IsolatedTrain\52\bcc000102.bmp
23810,52,data\CMATERdb\IsolatedTrain\52\bcc000000.bmp
23910,52,data\CMATERdb\IsolatedTrain\52\bcc000100.bmp
23837,52,data\CMATERdb\IsolatedTrain\52\bcc000027.bmp
23838,52,data\CMATERdb\IsolatedTrain\52\bcc000028.bmp
23839,52,data\CMATERdb\IsolatedTrain\52\bcc000029.bmp
23840,52,data\CMATERdb\IsolatedTrain\52\bcc000030.bmp
23841,52,data\CMATERdb\IsolatedTrain\52\bcc000031.bmp
23842,52,data\CMATERdb\IsolatedTrain\52\bcc000032.bmp
23843,52,data\CMATERdb\IsolatedTrain\52\bcc000033.bmp
23844,52,data\CMATERdb\IsolatedTrain\52\bcc000034.bmp
23845,52,data\CMATERdb\IsolatedTrain\52\bcc000035.bmp
23846,52,data\CMATERdb\IsolatedTrain\52\bcc000036.bmp
23847,52,data\CMATERdb\IsolatedTrain\52\bcc000037.bmp
23848,52,data\CMATERdb\IsolatedTrain\52\bcc000038.bmp
23849,52,data\CMATERdb\IsolatedTrain\52\bcc000039.bmp
23850,52,data\CMATERdb\IsolatedTrain\52\bcc000040.bmp
23851,52,data\CMATERdb\IsolatedTrain\52\bcc000041.bmp
23852,52,data\CMATERdb\IsolatedTrain\52\bcc000042.bmp
23853,52,data\CMATERdb\IsolatedTrain\52\bcc000043.bmp
23854,52,data\CMATERdb\IsolatedTrain\52\bcc000044.bmp
23855,52,data\CMATERdb\IsolatedTrain\52\bcc000045.bmp
23856,52,data\CMATERdb\IsolatedTrain\52\bcc000046.bmp
23857,52,data\CMATERdb\IsolatedTrain\52\bcc000047.bmp
23835,52,data\CMATERdb\IsolatedTrain\52\bcc000025.bmp
23834,52,data\CMATERdb\IsolatedTrain\52\bcc000024.bmp
23833,52,data\CMATERdb\IsolatedTrain\52\bcc000023.bmp
23832,52,data\CMATERdb\IsolatedTrain\52\bcc000022.bmp
23911,52,data\CMATERdb\IsolatedTrain\52\bcc000101.bmp
23811,52,data\CMATERdb\IsolatedTrain\52\bcc000001.bmp
23812,52,data\CMATERdb\IsolatedTrain\52\bcc000002.bmp
23813,52,data\CMATERdb\IsolatedTrain\52\bcc000003.bmp
23814,52,data\CMATERdb\IsolatedTrain\52\bcc000004.bmp
23815,52,data\CMATERdb\IsolatedTrain\52\bcc000005.bmp
23816,52,data\CMATERdb\IsolatedTrain\52\bcc000006.bmp
23817,52,data\CMATERdb\IsolatedTrain\52\bcc000007.bmp
23818,52,data\CMATERdb\IsolatedTrain\52\bcc000008.bmp
23819,52,data\CMATERdb\IsolatedTrain\52\bcc000009.bmp
23858,52,data\CMATERdb\IsolatedTrain\52\bcc000048.bmp
23820,52,data\CMATERdb\IsolatedTrain\52\bcc000010.bmp
23822,52,data\CMATERdb\IsolatedTrain\52\bcc000012.bmp
23823,52,data\CMATERdb\IsolatedTrain\52\bcc000013.bmp
23824,52,data\CMATERdb\IsolatedTrain\52\bcc000014.bmp
23825,52,data\CMATERdb\IsolatedTrain\52\bcc000015.bmp
23826,52,data\CMATERdb\IsolatedTrain\52\bcc000016.bmp
23827,52,data\CMATERdb\IsolatedTrain\52\bcc000017.bmp
23828,52,data\CMATERdb\IsolatedTrain\52\bcc000018.bmp
23829,52,data\CMATERdb\IsolatedTrain\52\bcc000019.bmp
23830,52,data\CMATERdb\IsolatedTrain\52\bcc000020.bmp
23831,52,data\CMATERdb\IsolatedTrain\52\bcc000021.bmp
23821,52,data\CMATERdb\IsolatedTrain\52\bcc000011.bmp
23859,52,data\CMATERdb\IsolatedTrain\52\bcc000049.bmp
23836,52,data\CMATERdb\IsolatedTrain\52\bcc000026.bmp
23861,52,data\CMATERdb\IsolatedTrain\52\bcc000051.bmp
23888,52,data\CMATERdb\IsolatedTrain\52\bcc000078.bmp
23889,52,data\CMATERdb\IsolatedTrain\52\bcc000079.bmp
23890,52,data\CMATERdb\IsolatedTrain\52\bcc000080.bmp
23891,52,data\CMATERdb\IsolatedTrain\52\bcc000081.bmp
23892,52,data\CMATERdb\IsolatedTrain\52\bcc000082.bmp
23893,52,data\CMATERdb\IsolatedTrain\52\bcc000083.bmp
