,labels,directory
4080,19,data\CMATERdb\IsolatedTest\19\bcc000039.bmp
4068,19,data\CMATERdb\IsolatedTest\19\bcc000027.bmp
4060,19,data\CMATERdb\IsolatedTest\19\bcc000019.bmp
4066,19,data\CMATERdb\IsolatedTest\19\bcc000025.bmp
4067,19,data\CMATERdb\IsolatedTest\19\bcc000026.bmp
4041,19,data\CMATERdb\IsolatedTest\19\bcc000000.bmp
4042,19,data\CMATERdb\IsolatedTest\19\bcc000001.bmp
4043,19,data\CMATERdb\IsolatedTest\19\bcc000002.bmp
4044,19,data\CMATERdb\IsolatedTest\19\bcc000003.bmp
4045,19,data\CMATERdb\IsolatedTest\19\bcc000004.bmp
4046,19,data\CMATERdb\IsolatedTest\19\bcc000005.bmp
4048,19,data\CMATERdb\IsolatedTest\19\bcc000007.bmp
4049,19,data\CMATERdb\IsolatedTest\19\bcc000008.bmp
4050,19,data\CMATERdb\IsolatedTest\19\bcc000009.bmp
4051,19,data\CMATERdb\IsolatedTest\19\bcc000010.bmp
4052,19,data\CMATERdb\IsolatedTest\19\bcc000011.bmp
4047,19,data\CMATERdb\IsolatedTest\19\bcc000006.bmp
4054,19,data\CMATERdb\IsolatedTest\19\bcc000013.bmp
4055,19,data\CMATERdb\IsolatedTest\19\bcc000014.bmp
4056,19,data\CMATERdb\IsolatedTest\19\bcc000015.bmp
4057,19,data\CMATERdb\IsolatedTest\19\bcc000016.bmp
4058,19,data\CMATERdb\IsolatedTest\19\bcc000017.bmp
4059,19,data\CMATERdb\IsolatedTest\19\bcc000018.bmp
4061,19,data\CMATERdb\IsolatedTest\19\bcc000020.bmp
4062,19,data\CMATERdb\IsolatedTest\19\bcc000021.bmp
4063,19,data\CMATERdb\IsolatedTest\19\bcc000022.bmp
4064,19,data\CMATERdb\IsolatedTest\19\bcc000023.bmp
4065,19,data\CMATERdb\IsolatedTest\19\bcc000024.bmp
4053,19,data\CMATERdb\IsolatedTest\19\bcc000012.bmp
4167,20,data\CMATERdb\IsolatedTest\20\bcc000031.bmp
4166,20,data\CMATERdb\IsolatedTest\20\bcc000030.bmp
4165,20,data\CMATERdb\IsolatedTest\20\bcc000029.bmp
4160,20,data\CMATERdb\IsolatedTest\20\bcc000024.bmp
4163,20,data\CMATERdb\IsolatedTest\20\bcc000027.bmp
4162,20,data\CMATERdb\IsolatedTest\20\bcc000026.bmp
4161,20,data\CMATERdb\IsolatedTest\20\bcc000025.bmp
4164,20,data\CMATERdb\IsolatedTest\20\bcc000028.bmp
4168,20,data\CMATERdb\IsolatedTest\20\bcc000032.bmp
4173,20,data\CMATERdb\IsolatedTest\20\bcc000037.bmp
4170,20,data\CMATERdb\IsolatedTest\20\bcc000034.bmp
4171,20,data\CMATERdb\IsolatedTest\20\bcc000035.bmp
4172,20,data\CMATERdb\IsolatedTest\20\bcc000036.bmp
4159,20,data\CMATERdb\IsolatedTest\20\bcc000023.bmp
4174,20,data\CMATERdb\IsolatedTest\20\bcc000038.bmp
4175,20,data\CMATERdb\IsolatedTest\20\bcc000039.bmp
4176,20,data\CMATERdb\IsolatedTest\20\bcc000040.bmp
4177,20,data\CMATERdb\IsolatedTest\20\bcc000041.bmp
4178,20,data\CMATERdb\IsolatedTest\20\bcc000042.bmp
4179,20,data\CMATERdb\IsolatedTest\20\bcc000043.bmp
4169,20,data\CMATERdb\IsolatedTest\20\bcc000033.bmp
4158,20,data\CMATERdb\IsolatedTest\20\bcc000022.bmp
4152,20,data\CMATERdb\IsolatedTest\20\bcc000016.bmp
4156,20,data\CMATERdb\IsolatedTest\20\bcc000020.bmp
4136,20,data\CMATERdb\IsolatedTest\20\bcc000000.bmp
4137,20,data\CMATERdb\IsolatedTest\20\bcc000001.bmp
4138,20,data\CMATERdb\IsolatedTest\20\bcc000002.bmp
4139,20,data\CMATERdb\IsolatedTest\20\bcc000003.bmp
4140,20,data\CMATERdb\IsolatedTest\20\bcc000004.bmp
4141,20,data\CMATERdb\IsolatedTest\20\bcc000005.bmp
4157,20,data\CMATERdb\IsolatedTest\20\bcc000021.bmp
4143,20,data\CMATERdb\IsolatedTest\20\bcc000007.bmp
4144,20,data\CMATERdb\IsolatedTest\20\bcc000008.bmp
4142,20,data\CMATERdb\IsolatedTest\20\bcc000006.bmp
4147,20,data\CMATERdb\IsolatedTest\20\bcc000011.bmp
4148,20,data\CMATERdb\IsolatedTest\20\bcc000012.bmp
4149,20,data\CMATERdb\IsolatedTest\20\bcc000013.bmp
4150,20,data\CMATERdb\IsolatedTest\20\bcc000014.bmp
4151,20,data\CMATERdb\IsolatedTest\20\bcc000015.bmp
4153,20,data\CMATERdb\IsolatedTest\20\bcc000017.bmp
4154,20,data\CMATERdb\IsolatedTest\20\bcc000018.bmp
4155,20,data\CMATERdb\IsolatedTest\20\bcc000019.bmp
4146,20,data\CMATERdb\IsolatedTest\20\bcc000010.bmp
4145,20,data\CMATERdb\IsolatedTest\20\bcc000009.bmp
4228,21,data\CMATERdb\IsolatedTest\21\bcc000048.bmp
4227,21,data\CMATERdb\IsolatedTest\21\bcc000047.bmp
4226,21,data\CMATERdb\IsolatedTest\21\bcc000046.bmp
4229,21,data\CMATERdb\IsolatedTest\21\bcc000049.bmp
4181,21,data\CMATERdb\IsolatedTest\21\bcc000001.bmp
4225,21,data\CMATERdb\IsolatedTest\21\bcc000045.bmp
4200,21,data\CMATERdb\IsolatedTest\21\bcc000020.bmp
4199,21,data\CMATERdb\IsolatedTest\21\bcc000019.bmp
4198,21,data\CMATERdb\IsolatedTest\21\bcc000018.bmp
4197,21,data\CMATERdb\IsolatedTest\21\bcc000017.bmp
4196,21,data\CMATERdb\IsolatedTest\21\bcc000016.bmp
4195,21,data\CMATERdb\IsolatedTest\21\bcc000015.bmp
4194,21,data\CMATERdb\IsolatedTest\21\bcc000014.bmp
4193,21,data\CMATERdb\IsolatedTest\21\bcc000013.bmp
4192,21,data\CMATERdb\IsolatedTest\21\bcc000012.bmp
4191,21,data\CMATERdb\IsolatedTest\21\bcc000011.bmp
4190,21,data\CMATERdb\IsolatedTest\21\bcc000010.bmp
4189,21,data\CMATERdb\IsolatedTest\21\bcc000009.bmp
4188,21,data\CMATERdb\IsolatedTest\21\bcc000008.bmp
4187,21,data\CMATERdb\IsolatedTest\21\bcc000007.bmp
4186,21,data\CMATERdb\IsolatedTest\21\bcc000006.bmp
4184,21,data\CMATERdb\IsolatedTest\21\bcc000004.bmp
4183,21,data\CMATERdb\IsolatedTest\21\bcc000003.bmp
4180,21,data\CMATERdb\IsolatedTest\21\bcc000000.bmp
4182,21,data\CMATERdb\IsolatedTest\21\bcc000002.bmp
4201,21,data\CMATERdb\IsolatedTest\21\bcc000021.bmp
4202,21,data\CMATERdb\IsolatedTest\21\bcc000022.bmp
4185,21,data\CMATERdb\IsolatedTest\21\bcc000005.bmp
4204,21,data\CMATERdb\IsolatedTest\21\bcc000024.bmp
4203,21,data\CMATERdb\IsolatedTest\21\bcc000023.bmp
4224,21,data\CMATERdb\IsolatedTest\21\bcc000044.bmp
4223,21,data\CMATERdb\IsolatedTest\21\bcc000043.bmp
4222,21,data\CMATERdb\IsolatedTest\21\bcc000042.bmp
4221,21,data\CMATERdb\IsolatedTest\21\bcc000041.bmp
4219,21,data\CMATERdb\IsolatedTest\21\bcc000039.bmp
4218,21,data\CMATERdb\IsolatedTest\21\bcc000038.bmp
4217,21,data\CMATERdb\IsolatedTest\21\bcc000037.bmp
4216,21,data\CMATERdb\IsolatedTest\21\bcc000036.bmp
4215,21,data\CMATERdb\IsolatedTest\21\bcc000035.bmp
4220,21,data\CMATERdb\IsolatedTest\21\bcc000040.bmp
4213,21,data\CMATERdb\IsolatedTest\21\bcc000033.bmp
4212,21,data\CMATERdb\IsolatedTest\21\bcc000032.bmp
4211,21,data\CMATERdb\IsolatedTest\21\bcc000031.bmp
4210,21,data\CMATERdb\IsolatedTest\21\bcc000030.bmp
4209,21,data\CMATERdb\IsolatedTest\21\bcc000029.bmp
4208,21,data\CMATERdb\IsolatedTest\21\bcc000028.bmp
4207,21,data\CMATERdb\IsolatedTest\21\bcc000027.bmp
4205,21,data\CMATERdb\IsolatedTest\21\bcc000025.bmp
4214,21,data\CMATERdb\IsolatedTest\21\bcc000034.bmp
4206,21,data\CMATERdb\IsolatedTest\21\bcc000026.bmp
4269,22,data\CMATERdb\IsolatedTest\22\bcc000039.bmp
4268,22,data\CMATERdb\IsolatedTest\22\bcc000038.bmp
4267,22,data\CMATERdb\IsolatedTest\22\bcc000037.bmp
4266,22,data\CMATERdb\IsolatedTest\22\bcc000036.bmp
4263,22,data\CMATERdb\IsolatedTest\22\bcc000033.bmp
4264,22,data\CMATERdb\IsolatedTest\22\bcc000034.bmp
4262,22,data\CMATERdb\IsolatedTest\22\bcc000032.bmp
4261,22,data\CMATERdb\IsolatedTest\22\bcc000031.bmp
4270,22,data\CMATERdb\IsolatedTest\22\bcc000040.bmp
4265,22,data\CMATERdb\IsolatedTest\22\bcc000035.bmp
4271,22,data\CMATERdb\IsolatedTest\22\bcc000041.bmp
4280,22,data\CMATERdb\IsolatedTest\22\bcc000050.bmp
4273,22,data\CMATERdb\IsolatedTest\22\bcc000043.bmp
4274,22,data\CMATERdb\IsolatedTest\22\bcc000044.bmp
4275,22,data\CMATERdb\IsolatedTest\22\bcc000045.bmp
4276,22,data\CMATERdb\IsolatedTest\22\bcc000046.bmp
4277,22,data\CMATERdb\IsolatedTest\22\bcc000047.bmp
4278,22,data\CMATERdb\IsolatedTest\22\bcc000048.bmp
4279,22,data\CMATERdb\IsolatedTest\22\bcc000049.bmp
4260,22,data\CMATERdb\IsolatedTest\22\bcc000030.bmp
4281,22,data\CMATERdb\IsolatedTest\22\bcc000051.bmp
4282,22,data\CMATERdb\IsolatedTest\22\bcc000052.bmp
4283,22,data\CMATERdb\IsolatedTest\22\bcc000053.bmp
4272,22,data\CMATERdb\IsolatedTest\22\bcc000042.bmp
4258,22,data\CMATERdb\IsolatedTest\22\bcc000028.bmp
4247,22,data\CMATERdb\IsolatedTest\22\bcc000017.bmp
4256,22,data\CMATERdb\IsolatedTest\22\bcc000026.bmp
4230,22,data\CMATERdb\IsolatedTest\22\bcc000000.bmp
4231,22,data\CMATERdb\IsolatedTest\22\bcc000001.bmp
4232,22,data\CMATERdb\IsolatedTest\22\bcc000002.bmp
4233,22,data\CMATERdb\IsolatedTest\22\bcc000003.bmp
4234,22,data\CMATERdb\IsolatedTest\22\bcc000004.bmp
4236,22,data\CMATERdb\IsolatedTest\22\bcc000006.bmp
4237,22,data\CMATERdb\IsolatedTest\22\bcc000007.bmp
4238,22,data\CMATERdb\IsolatedTest\22\bcc000008.bmp
4239,22,data\CMATERdb\IsolatedTest\22\bcc000009.bmp
4240,22,data\CMATERdb\IsolatedTest\22\bcc000010.bmp
4241,22,data\CMATERdb\IsolatedTest\22\bcc000011.bmp
4257,22,data\CMATERdb\IsolatedTest\22\bcc000027.bmp
4242,22,data\CMATERdb\IsolatedTest\22\bcc000012.bmp
4244,22,data\CMATERdb\IsolatedTest\22\bcc000014.bmp
4245,22,data\CMATERdb\IsolatedTest\22\bcc000015.bmp
4246,22,data\CMATERdb\IsolatedTest\22\bcc000016.bmp
4248,22,data\CMATERdb\IsolatedTest\22\bcc000018.bmp
4249,22,data\CMATERdb\IsolatedTest\22\bcc000019.bmp
4250,22,data\CMATERdb\IsolatedTest\22\bcc000020.bmp
4251,22,data\CMATERdb\IsolatedTest\22\bcc000021.bmp
4252,22,data\CMATERdb\IsolatedTest\22\bcc000022.bmp
4253,22,data\CMATERdb\IsolatedTest\22\bcc000023.bmp
4254,22,data\CMATERdb\IsolatedTest\22\bcc000024.bmp
4255,22,data\CMATERdb\IsolatedTest\22\bcc000025.bmp
4243,22,data\CMATERdb\IsolatedTest\22\bcc000013.bmp
4235,22,data\CMATERdb\IsolatedTest\22\bcc000005.bmp
4259,22,data\CMATERdb\IsolatedTest\22\bcc000029.bmp
4284,23,data\CMATERdb\IsolatedTest\23\bcc000000.bmp
4312,23,data\CMATERdb\IsolatedTest\23\bcc000028.bmp
4313,23,data\CMATERdb\IsolatedTest\23\bcc000029.bmp
4314,23,data\CMATERdb\IsolatedTest\23\bcc000030.bmp
4315,23,data\CMATERdb\IsolatedTest\23\bcc000031.bmp
4316,23,data\CMATERdb\IsolatedTest\23\bcc000032.bmp
4317,23,data\CMATERdb\IsolatedTest\23\bcc000033.bmp
4318,23,data\CMATERdb\IsolatedTest\23\bcc000034.bmp
4319,23,data\CMATERdb\IsolatedTest\23\bcc000035.bmp
4320,23,data\CMATERdb\IsolatedTest\23\bcc000036.bmp
4322,23,data\CMATERdb\IsolatedTest\23\bcc000038.bmp
4311,23,data\CMATERdb\IsolatedTest\23\bcc000027.bmp
4323,23,data\CMATERdb\IsolatedTest\23\bcc000039.bmp
4325,23,data\CMATERdb\IsolatedTest\23\bcc000041.bmp
4326,23,data\CMATERdb\IsolatedTest\23\bcc000042.bmp
4327,23,data\CMATERdb\IsolatedTest\23\bcc000043.bmp
4328,23,data\CMATERdb\IsolatedTest\23\bcc000044.bmp
4329,23,data\CMATERdb\IsolatedTest\23\bcc000045.bmp
4330,23,data\CMATERdb\IsolatedTest\23\bcc000046.bmp
4331,23,data\CMATERdb\IsolatedTest\23\bcc000047.bmp
4332,23,data\CMATERdb\IsolatedTest\23\bcc000048.bmp
4333,23,data\CMATERdb\IsolatedTest\23\bcc000049.bmp
4334,23,data\CMATERdb\IsolatedTest\23\bcc000050.bmp
4324,23,data\CMATERdb\IsolatedTest\23\bcc000040.bmp
4310,23,data\CMATERdb\IsolatedTest\23\bcc000026.bmp
4321,23,data\CMATERdb\IsolatedTest\23\bcc000037.bmp
4308,23,data\CMATERdb\IsolatedTest\23\bcc000024.bmp
4309,23,data\CMATERdb\IsolatedTest\23\bcc000025.bmp
4286,23,data\CMATERdb\IsolatedTest\23\bcc000002.bmp
4287,23,data\CMATERdb\IsolatedTest\23\bcc000003.bmp
4288,23,data\CMATERdb\IsolatedTest\23\bcc000004.bmp
4289,23,data\CMATERdb\IsolatedTest\23\bcc000005.bmp
4290,23,data\CMATERdb\IsolatedTest\23\bcc000006.bmp
4291,23,data\CMATERdb\IsolatedTest\23\bcc000007.bmp
4292,23,data\CMATERdb\IsolatedTest\23\bcc000008.bmp
4293,23,data\CMATERdb\IsolatedTest\23\bcc000009.bmp
4294,23,data\CMATERdb\IsolatedTest\23\bcc000010.bmp
4295,23,data\CMATERdb\IsolatedTest\23\bcc000011.bmp
4296,23,data\CMATERdb\IsolatedTest\23\bcc000012.bmp
4285,23,data\CMATERdb\IsolatedTest\23\bcc000001.bmp
4298,23,data\CMATERdb\IsolatedTest\23\bcc000014.bmp
4299,23,data\CMATERdb\IsolatedTest\23\bcc000015.bmp
4300,23,data\CMATERdb\IsolatedTest\23\bcc000016.bmp
4301,23,data\CMATERdb\IsolatedTest\23\bcc000017.bmp
4302,23,data\CMATERdb\IsolatedTest\23\bcc000018.bmp
4303,23,data\CMATERdb\IsolatedTest\23\bcc000019.bmp
4304,23,data\CMATERdb\IsolatedTest\23\bcc000020.bmp
4305,23,data\CMATERdb\IsolatedTest\23\bcc000021.bmp
4306,23,data\CMATERdb\IsolatedTest\23\bcc000022.bmp
4307,23,data\CMATERdb\IsolatedTest\23\bcc000023.bmp
4297,23,data\CMATERdb\IsolatedTest\23\bcc000013.bmp
4361,24,data\CMATERdb\IsolatedTest\24\bcc000026.bmp
4371,24,data\CMATERdb\IsolatedTest\24\bcc000036.bmp
4370,24,data\CMATERdb\IsolatedTest\24\bcc000035.bmp
4368,24,data\CMATERdb\IsolatedTest\24\bcc000033.bmp
4367,24,data\CMATERdb\IsolatedTest\24\bcc000032.bmp
4362,24,data\CMATERdb\IsolatedTest\24\bcc000027.bmp
4365,24,data\CMATERdb\IsolatedTest\24\bcc000030.bmp
4364,24,data\CMATERdb\IsolatedTest\24\bcc000029.bmp
4363,24,data\CMATERdb\IsolatedTest\24\bcc000028.bmp
4372,24,data\CMATERdb\IsolatedTest\24\bcc000037.bmp
4366,24,data\CMATERdb\IsolatedTest\24\bcc000031.bmp
4373,24,data\CMATERdb\IsolatedTest\24\bcc000038.bmp
4379,24,data\CMATERdb\IsolatedTest\24\bcc000044.bmp
4375,24,data\CMATERdb\IsolatedTest\24\bcc000040.bmp
4376,24,data\CMATERdb\IsolatedTest\24\bcc000041.bmp
4377,24,data\CMATERdb\IsolatedTest\24\bcc000042.bmp
4378,24,data\CMATERdb\IsolatedTest\24\bcc000043.bmp
4380,24,data\CMATERdb\IsolatedTest\24\bcc000045.bmp
4381,24,data\CMATERdb\IsolatedTest\24\bcc000046.bmp
4382,24,data\CMATERdb\IsolatedTest\24\bcc000047.bmp
4383,24,data\CMATERdb\IsolatedTest\24\bcc000048.bmp
4384,24,data\CMATERdb\IsolatedTest\24\bcc000049.bmp
4385,24,data\CMATERdb\IsolatedTest\24\bcc000050.bmp
4374,24,data\CMATERdb\IsolatedTest\24\bcc000039.bmp
4360,24,data\CMATERdb\IsolatedTest\24\bcc000025.bmp
4369,24,data\CMATERdb\IsolatedTest\24\bcc000034.bmp
4358,24,data\CMATERdb\IsolatedTest\24\bcc000023.bmp
4359,24,data\CMATERdb\IsolatedTest\24\bcc000024.bmp
4336,24,data\CMATERdb\IsolatedTest\24\bcc000001.bmp
4337,24,data\CMATERdb\IsolatedTest\24\bcc000002.bmp
4338,24,data\CMATERdb\IsolatedTest\24\bcc000003.bmp
4339,24,data\CMATERdb\IsolatedTest\24\bcc000004.bmp
4340,24,data\CMATERdb\IsolatedTest\24\bcc000005.bmp
4341,24,data\CMATERdb\IsolatedTest\24\bcc000006.bmp
4342,24,data\CMATERdb\IsolatedTest\24\bcc000007.bmp
4343,24,data\CMATERdb\IsolatedTest\24\bcc000008.bmp
4344,24,data\CMATERdb\IsolatedTest\24\bcc000009.bmp
4345,24,data\CMATERdb\IsolatedTest\24\bcc000010.bmp
4346,24,data\CMATERdb\IsolatedTest\24\bcc000011.bmp
4335,24,data\CMATERdb\IsolatedTest\24\bcc000000.bmp
4348,24,data\CMATERdb\IsolatedTest\24\bcc000013.bmp
4349,24,data\CMATERdb\IsolatedTest\24\bcc000014.bmp
4350,24,data\CMATERdb\IsolatedTest\24\bcc000015.bmp
4357,24,data\CMATERdb\IsolatedTest\24\bcc000022.bmp
4351,24,data\CMATERdb\IsolatedTest\24\bcc000016.bmp
4352,24,data\CMATERdb\IsolatedTest\24\bcc000017.bmp
4353,24,data\CMATERdb\IsolatedTest\24\bcc000018.bmp
4354,24,data\CMATERdb\IsolatedTest\24\bcc000019.bmp
4355,24,data\CMATERdb\IsolatedTest\24\bcc000020.bmp
4356,24,data\CMATERdb\IsolatedTest\24\bcc000021.bmp
4347,24,data\CMATERdb\IsolatedTest\24\bcc000012.bmp
4420,25,data\CMATERdb\IsolatedTest\25\bcc000034.bmp
4419,25,data\CMATERdb\IsolatedTest\25\bcc000033.bmp
4418,25,data\CMATERdb\IsolatedTest\25\bcc000032.bmp
4413,25,data\CMATERdb\IsolatedTest\25\bcc000027.bmp
4416,25,data\CMATERdb\IsolatedTest\25\bcc000030.bmp
4415,25,data\CMATERdb\IsolatedTest\25\bcc000029.bmp
4414,25,data\CMATERdb\IsolatedTest\25\bcc000028.bmp
4421,25,data\CMATERdb\IsolatedTest\25\bcc000035.bmp
4417,25,data\CMATERdb\IsolatedTest\25\bcc000031.bmp
4422,25,data\CMATERdb\IsolatedTest\25\bcc000036.bmp
4427,25,data\CMATERdb\IsolatedTest\25\bcc000041.bmp
4424,25,data\CMATERdb\IsolatedTest\25\bcc000038.bmp
4425,25,data\CMATERdb\IsolatedTest\25\bcc000039.bmp
4426,25,data\CMATERdb\IsolatedTest\25\bcc000040.bmp
4428,25,data\CMATERdb\IsolatedTest\25\bcc000042.bmp
4429,25,data\CMATERdb\IsolatedTest\25\bcc000043.bmp
4430,25,data\CMATERdb\IsolatedTest\25\bcc000044.bmp
4431,25,data\CMATERdb\IsolatedTest\25\bcc000045.bmp
4432,25,data\CMATERdb\IsolatedTest\25\bcc000046.bmp
4433,25,data\CMATERdb\IsolatedTest\25\bcc000047.bmp
4412,25,data\CMATERdb\IsolatedTest\25\bcc000026.bmp
4434,25,data\CMATERdb\IsolatedTest\25\bcc000048.bmp
4423,25,data\CMATERdb\IsolatedTest\25\bcc000037.bmp
4411,25,data\CMATERdb\IsolatedTest\25\bcc000025.bmp
4407,25,data\CMATERdb\IsolatedTest\25\bcc000021.bmp
4409,25,data\CMATERdb\IsolatedTest\25\bcc000023.bmp
4386,25,data\CMATERdb\IsolatedTest\25\bcc000000.bmp
4410,25,data\CMATERdb\IsolatedTest\25\bcc000024.bmp
4388,25,data\CMATERdb\IsolatedTest\25\bcc000002.bmp
4389,25,data\CMATERdb\IsolatedTest\25\bcc000003.bmp
4390,25,data\CMATERdb\IsolatedTest\25\bcc000004.bmp
4391,25,data\CMATERdb\IsolatedTest\25\bcc000005.bmp
4392,25,data\CMATERdb\IsolatedTest\25\bcc000006.bmp
4393,25,data\CMATERdb\IsolatedTest\25\bcc000007.bmp
4394,25,data\CMATERdb\IsolatedTest\25\bcc000008.bmp
4395,25,data\CMATERdb\IsolatedTest\25\bcc000009.bmp
4396,25,data\CMATERdb\IsolatedTest\25\bcc000010.bmp
4387,25,data\CMATERdb\IsolatedTest\25\bcc000001.bmp
4398,25,data\CMATERdb\IsolatedTest\25\bcc000012.bmp
4397,25,data\CMATERdb\IsolatedTest\25\bcc000011.bmp
4406,25,data\CMATERdb\IsolatedTest\25\bcc000020.bmp
4405,25,data\CMATERdb\IsolatedTest\25\bcc000019.bmp
4404,25,data\CMATERdb\IsolatedTest\25\bcc000018.bmp
4408,25,data\CMATERdb\IsolatedTest\25\bcc000022.bmp
4402,25,data\CMATERdb\IsolatedTest\25\bcc000016.bmp
4401,25,data\CMATERdb\IsolatedTest\25\bcc000015.bmp
4400,25,data\CMATERdb\IsolatedTest\25\bcc000014.bmp
4399,25,data\CMATERdb\IsolatedTest\25\bcc000013.bmp
4403,25,data\CMATERdb\IsolatedTest\25\bcc000017.bmp
4465,26,data\CMATERdb\IsolatedTest\26\bcc000030.bmp
4458,26,data\CMATERdb\IsolatedTest\26\bcc000023.bmp
4459,26,data\CMATERdb\IsolatedTest\26\bcc000024.bmp
4460,26,data\CMATERdb\IsolatedTest\26\bcc000025.bmp
4461,26,data\CMATERdb\IsolatedTest\26\bcc000026.bmp
4462,26,data\CMATERdb\IsolatedTest\26\bcc000027.bmp
4463,26,data\CMATERdb\IsolatedTest\26\bcc000028.bmp
4464,26,data\CMATERdb\IsolatedTest\26\bcc000029.bmp
4466,26,data\CMATERdb\IsolatedTest\26\bcc000031.bmp
4471,26,data\CMATERdb\IsolatedTest\26\bcc000036.bmp
4468,26,data\CMATERdb\IsolatedTest\26\bcc000033.bmp
4469,26,data\CMATERdb\IsolatedTest\26\bcc000034.bmp
4470,26,data\CMATERdb\IsolatedTest\26\bcc000035.bmp
4472,26,data\CMATERdb\IsolatedTest\26\bcc000037.bmp
4473,26,data\CMATERdb\IsolatedTest\26\bcc000038.bmp
4474,26,data\CMATERdb\IsolatedTest\26\bcc000039.bmp
4475,26,data\CMATERdb\IsolatedTest\26\bcc000040.bmp
4457,26,data\CMATERdb\IsolatedTest\26\bcc000022.bmp
4467,26,data\CMATERdb\IsolatedTest\26\bcc000032.bmp
4455,26,data\CMATERdb\IsolatedTest\26\bcc000020.bmp
4456,26,data\CMATERdb\IsolatedTest\26\bcc000021.bmp
4437,26,data\CMATERdb\IsolatedTest\26\bcc000002.bmp
4442,26,data\CMATERdb\IsolatedTest\26\bcc000007.bmp
4441,26,data\CMATERdb\IsolatedTest\26\bcc000006.bmp
4440,26,data\CMATERdb\IsolatedTest\26\bcc000005.bmp
4439,26,data\CMATERdb\IsolatedTest\26\bcc000004.bmp
4438,26,data\CMATERdb\IsolatedTest\26\bcc000003.bmp
4445,26,data\CMATERdb\IsolatedTest\26\bcc000010.bmp
4436,26,data\CMATERdb\IsolatedTest\26\bcc000001.bmp
4435,26,data\CMATERdb\IsolatedTest\26\bcc000000.bmp
4446,26,data\CMATERdb\IsolatedTest\26\bcc000011.bmp
4454,26,data\CMATERdb\IsolatedTest\26\bcc000019.bmp
4443,26,data\CMATERdb\IsolatedTest\26\bcc000008.bmp
4444,26,data\CMATERdb\IsolatedTest\26\bcc000009.bmp
4447,26,data\CMATERdb\IsolatedTest\26\bcc000012.bmp
4448,26,data\CMATERdb\IsolatedTest\26\bcc000013.bmp
4449,26,data\CMATERdb\IsolatedTest\26\bcc000014.bmp
4450,26,data\CMATERdb\IsolatedTest\26\bcc000015.bmp
4451,26,data\CMATERdb\IsolatedTest\26\bcc000016.bmp
4452,26,data\CMATERdb\IsolatedTest\26\bcc000017.bmp
4453,26,data\CMATERdb\IsolatedTest\26\bcc000018.bmp
4524,27,data\CMATERdb\IsolatedTest\27\bcc000048.bmp
4487,27,data\CMATERdb\IsolatedTest\27\bcc000011.bmp
4523,27,data\CMATERdb\IsolatedTest\27\bcc000047.bmp
4522,27,data\CMATERdb\IsolatedTest\27\bcc000046.bmp
4521,27,data\CMATERdb\IsolatedTest\27\bcc000045.bmp
4525,27,data\CMATERdb\IsolatedTest\27\bcc000049.bmp
4526,27,data\CMATERdb\IsolatedTest\27\bcc000050.bmp
4485,27,data\CMATERdb\IsolatedTest\27\bcc000009.bmp
4476,27,data\CMATERdb\IsolatedTest\27\bcc000000.bmp
4477,27,data\CMATERdb\IsolatedTest\27\bcc000001.bmp
4478,27,data\CMATERdb\IsolatedTest\27\bcc000002.bmp
4479,27,data\CMATERdb\IsolatedTest\27\bcc000003.bmp
4480,27,data\CMATERdb\IsolatedTest\27\bcc000004.bmp
4481,27,data\CMATERdb\IsolatedTest\27\bcc000005.bmp
4482,27,data\CMATERdb\IsolatedTest\27\bcc000006.bmp
4483,27,data\CMATERdb\IsolatedTest\27\bcc000007.bmp
4484,27,data\CMATERdb\IsolatedTest\27\bcc000008.bmp
4520,27,data\CMATERdb\IsolatedTest\27\bcc000044.bmp
4519,27,data\CMATERdb\IsolatedTest\27\bcc000043.bmp
4486,27,data\CMATERdb\IsolatedTest\27\bcc000010.bmp
4517,27,data\CMATERdb\IsolatedTest\27\bcc000041.bmp
4510,27,data\CMATERdb\IsolatedTest\27\bcc000034.bmp
4518,27,data\CMATERdb\IsolatedTest\27\bcc000042.bmp
4508,27,data\CMATERdb\IsolatedTest\27\bcc000032.bmp
4507,27,data\CMATERdb\IsolatedTest\27\bcc000031.bmp
4506,27,data\CMATERdb\IsolatedTest\27\bcc000030.bmp
4505,27,data\CMATERdb\IsolatedTest\27\bcc000029.bmp
4504,27,data\CMATERdb\IsolatedTest\27\bcc000028.bmp
4503,27,data\CMATERdb\IsolatedTest\27\bcc000027.bmp
4509,27,data\CMATERdb\IsolatedTest\27\bcc000033.bmp
4501,27,data\CMATERdb\IsolatedTest\27\bcc000025.bmp
4500,27,data\CMATERdb\IsolatedTest\27\bcc000024.bmp
4499,27,data\CMATERdb\IsolatedTest\27\bcc000023.bmp
4498,27,data\CMATERdb\IsolatedTest\27\bcc000022.bmp
4497,27,data\CMATERdb\IsolatedTest\27\bcc000021.bmp
4502,27,data\CMATERdb\IsolatedTest\27\bcc000026.bmp
4495,27,data\CMATERdb\IsolatedTest\27\bcc000019.bmp
4516,27,data\CMATERdb\IsolatedTest\27\bcc000040.bmp
4496,27,data\CMATERdb\IsolatedTest\27\bcc000020.bmp
4515,27,data\CMATERdb\IsolatedTest\27\bcc000039.bmp
4514,27,data\CMATERdb\IsolatedTest\27\bcc000038.bmp
4513,27,data\CMATERdb\IsolatedTest\27\bcc000037.bmp
